CaseNumber,ReportedDate,Offense,UCRCode,ReportedYearMonth,ReportedDay
MP 2018 154185,2018-05-13 18:00:00+00:00,Auto Theft,8,2018-05,2018-05-13
MP 2018 154325,2018-05-13 18:55:00+00:00,Larceny,7,2018-05,2018-05-13
MP 2018 154092,2018-05-13 19:40:00+00:00,Larceny,7,2018-05,2018-05-13
MP 2018 154285,2018-05-13 19:48:00+00:00,Robbery,4,2018-05,2018-05-13
MP 2018 154222,2018-05-13 20:03:00+00:00,Assault,5,2018-05,2018-05-13
MP 2018 154367,2018-05-13 20:00:00+00:00,Larceny,7,2018-05,2018-05-13
MP 2018 154299,2018-05-13 21:45:00+00:00,Assault,5,2018-05,2018-05-13
MP 2018 154398,2018-05-13 21:10:00+00:00,Burglary,6,2018-05,2018-05-13
MP 2018 154472,2018-05-13 22:15:00+00:00,Larceny,7,2018-05,2018-05-13
MP 2018 997658,2018-05-13 23:05:35+00:00,Larceny,7,2018-05,2018-05-13
MP 2018 107106,2018-04-05 06:00:00+00:00,Assault,5,2018-04,2018-04-05
MP 2018 107097,2018-04-05 03:08:00+00:00,Robbery,4,2018-04,2018-04-05
MP 2018 107127,2018-04-05 05:40:00+00:00,Robbery,4,2018-04,2018-04-05
MP 2018 107117,2018-04-05 05:52:00+00:00,Robbery,4,2018-04,2018-04-05
MP 2018 107131,2018-04-05 06:15:00+00:00,Auto Theft,8,2018-04,2018-04-05
MP 2018 107155,2018-04-05 07:51:00+00:00,Assault,5,2018-04,2018-04-05
MP 2018 107170,2018-04-05 07:55:00+00:00,Robbery,4,2018-04,2018-04-05
MP 2018 107172,2018-04-05 08:30:00+00:00,Auto Theft,8,2018-04,2018-04-05
MP 2018 107198,2018-04-05 08:50:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107185,2018-04-05 09:30:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107244,2018-04-05 10:54:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998306,2018-04-05 11:07:27+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998305,2018-04-05 11:18:32+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998304,2018-04-05 11:48:31+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107283,2018-04-05 12:20:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998303,2018-04-05 12:46:20+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107352,2018-04-05 12:50:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107356,2018-04-05 14:00:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107443,2018-04-05 14:30:00+00:00,Burglary,6,2018-04,2018-04-05
MP 2018 107445,2018-04-05 14:40:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998302,2018-04-05 14:52:58+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107368,2018-04-05 15:15:00+00:00,Auto Theft,8,2018-04,2018-04-05
MP 2018 107351,2018-04-05 15:30:00+00:00,Assault,5,2018-04,2018-04-05
MP 2018 998299,2018-04-05 16:02:25+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998298,2018-04-05 16:19:45+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107556,2018-04-05 15:27:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998297,2018-04-05 16:36:30+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998296,2018-04-05 16:37:26+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107587,2018-04-05 16:45:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998294,2018-04-05 16:56:13+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998293,2018-04-05 16:57:14+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107629,2018-04-05 17:50:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998292,2018-04-05 17:46:35+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107655,2018-04-05 17:57:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998291,2018-04-05 18:01:39+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107732,2018-04-05 18:45:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107718,2018-04-05 19:04:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998289,2018-04-05 19:32:31+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107783,2018-04-05 19:35:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107806,2018-04-04 18:50:00+00:00,Larceny,7,2018-04,2018-04-04
MP 2018 107804,2018-04-05 21:00:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107903,2018-04-05 21:20:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107857,2018-04-05 21:20:00+00:00,Robbery,4,2018-04,2018-04-05
MP 2018 107864,2018-04-05 21:15:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 107858,2018-04-05 21:45:00+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 998288,2018-04-05 22:22:52+00:00,Larceny,7,2018-04,2018-04-05
MP 2018 108029,2018-04-05 23:17:00+00:00,Assault,5,2018-04,2018-04-05
MP 2018 108047,2018-04-06 00:12:00+00:00,Assault,5,2018-04,2018-04-06
MP 2018 108170,2018-04-06 13:30:00+00:00,Assault,5,2018-04,2018-04-06
MP 2018 108129,2018-04-06 02:38:00+00:00,Robbery,4,2018-04,2018-04-06
MP 2018 108226,2018-04-06 04:12:00+00:00,Assault,5,2018-04,2018-04-06
MP 2018 108313,2018-04-06 07:45:00+00:00,Burglary,6,2018-04,2018-04-06
MP 2018 108349,2018-04-06 09:00:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 998286,2018-04-06 09:15:54+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108322,2018-04-06 09:20:00+00:00,Burglary,6,2018-04,2018-04-06
MP 2018 998284,2018-04-06 09:41:23+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 998281,2018-04-06 10:19:03+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108390,2018-04-06 11:00:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108506,2018-04-06 11:55:00+00:00,Auto Theft,8,2018-04,2018-04-06
MP 2018 108471,2018-04-06 12:01:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108572,2018-04-06 12:59:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108579,2018-04-06 13:28:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108478,2018-04-06 13:45:00+00:00,Assault,5,2018-04,2018-04-06
MP 2018 108547,2018-04-06 13:30:00+00:00,Auto Theft,8,2018-04,2018-04-06
MP 2018 108620,2018-04-06 14:19:00+00:00,Robbery,4,2018-04,2018-04-06
MP 2018 108513,2018-04-06 14:20:00+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 108657,2018-04-06 14:28:00+00:00,Auto Theft,8,2018-04,2018-04-06
MP 2018 998267,2018-04-06 15:47:48+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 998266,2018-04-06 15:54:03+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 998265,2018-04-06 16:35:11+00:00,Larceny,7,2018-04,2018-04-06
MP 2018 137356,2018-05-01 19:10:00+00:00,Assault,5,2018-05,2018-05-01
MP 2018 144872,2018-05-07 08:35:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 145612,2018-05-07 08:53:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 145662,2018-05-07 10:15:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 145704,2018-05-07 10:40:00+00:00,Robbery,4,2018-05,2018-05-07
MP 2018 145645,2018-05-07 10:55:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 145641,2018-05-07 11:00:00+00:00,Burglary,6,2018-05,2018-05-07
MP 2018 145711,2018-05-07 11:03:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 997798,2018-05-07 12:00:16+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 997797,2018-05-07 12:02:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 145772,2018-05-07 12:05:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 997796,2018-05-07 12:04:39+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 145811,2018-05-07 12:43:00+00:00,Assault,5,2018-05,2018-05-07
MP 2018 145842,2018-05-07 13:05:00+00:00,Auto Theft,8,2018-05,2018-05-07
MP 2018 997791,2018-05-07 13:28:49+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 997790,2018-05-07 13:43:31+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 997789,2018-05-07 13:49:56+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 145942,2018-05-07 13:52:00+00:00,Auto Theft,8,2018-05,2018-05-07
MP 2018 145934,2018-05-07 14:00:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 146006,2018-05-07 14:34:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 145755,2018-05-07 14:46:00+00:00,Robbery,4,2018-05,2018-05-07
MP 2018 146031,2018-05-07 15:14:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 997786,2018-05-07 15:19:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 146055,2018-05-07 15:45:00+00:00,Assault,5,2018-05,2018-05-07
MP 2018 997783,2018-05-07 16:02:53+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 997782,2018-05-07 16:15:56+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 146060,2018-05-07 15:15:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 146038,2018-05-07 16:35:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 997779,2018-05-07 17:00:02+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 997778,2018-05-07 17:23:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 145990,2018-05-07 17:30:00+00:00,Rape,3,2018-05,2018-05-07
MP 2018 145908,2018-05-07 18:36:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 997776,2018-05-07 18:53:54+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 146252,2018-05-07 19:48:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 146323,2018-05-07 20:20:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 143730,2018-05-07 20:20:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 146491,2018-05-07 20:20:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 143791,2018-05-07 20:30:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 146507,2018-05-07 20:39:00+00:00,Assault,5,2018-05,2018-05-07
MP 2018 146526,2018-05-07 21:30:00+00:00,Assault,5,2018-05,2018-05-07
MP 2018 146340,2018-05-07 21:30:00+00:00,Robbery,4,2018-05,2018-05-07
MP 2018 146697,2018-05-07 23:00:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 146773,2018-05-07 23:12:00+00:00,Larceny,7,2018-05,2018-05-07
MP 2018 145678,2018-05-08 00:01:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 146831,2018-05-08 00:45:00+00:00,Robbery,4,2018-05,2018-05-08
MP 2018 146558,2018-05-08 01:44:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 146659,2018-05-08 00:39:00+00:00,Robbery,4,2018-05,2018-05-08
MP 2018 146649,2018-05-08 01:53:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 146916,2018-05-08 02:20:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 146900,2018-05-08 03:20:00+00:00,Burglary,6,2018-05,2018-05-08
MP 2018 146918,2018-05-08 04:00:00+00:00,Rape,3,2018-05,2018-05-08
MP 2018 997775,2018-05-08 09:23:12+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 147274,2018-05-08 12:36:00+00:00,Robbery,4,2018-05,2018-05-08
MP 2018 147513,2018-05-08 14:51:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 147434,2018-05-07 00:00:00+00:00,Rape,3,2018-05,2018-05-07
MP 2018 147601,2018-05-08 16:12:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 147579,2018-05-08 16:33:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 147209,2018-05-08 17:30:00+00:00,Rape,3,2018-05,2018-05-08
MP 2018 147571,2018-05-08 17:45:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 147711,2018-05-08 18:30:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 147791,2018-05-08 19:10:00+00:00,Robbery,4,2018-05,2018-05-08
MP 2018 147591,2018-05-08 19:15:00+00:00,Auto Theft,8,2018-05,2018-05-08
MP 2018 147774,2018-05-08 19:52:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 147772,2018-05-08 20:10:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 147896,2018-05-08 20:22:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 147931,2018-05-08 20:45:00+00:00,Burglary,6,2018-05,2018-05-08
MP 2018 147892,2018-05-08 21:30:00+00:00,Assault,5,2018-05,2018-05-08
MP 2018 147660,2018-05-08 19:26:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 147930,2018-05-08 20:14:00+00:00,Rape,3,2018-05,2018-05-08
MP 2018 148037,2018-05-08 22:50:00+00:00,Burglary,6,2018-05,2018-05-08
MP 2018 147947,2018-05-08 20:47:00+00:00,Larceny,7,2018-05,2018-05-08
MP 2018 148204,2018-05-09 00:27:00+00:00,Auto Theft,8,2018-05,2018-05-09
MP 2018 148092,2018-05-09 01:41:00+00:00,Larceny,7,2018-05,2018-05-09
MP 2018 148278,2018-05-09 02:00:00+00:00,Robbery,4,2018-05,2018-05-09
MP 2018 997755,2018-05-09 08:18:02+00:00,Larceny,7,2018-05,2018-05-09
MP 2018 148469,2018-05-09 08:50:00+00:00,Larceny,7,2018-05,2018-05-09
MP 2018 997754,2018-05-09 09:09:06+00:00,Larceny,7,2018-05,2018-05-09
MP 2018 148510,2018-05-09 09:43:00+00:00,Assault,5,2018-05,2018-05-09
MP 2018 997751,2018-05-09 10:02:40+00:00,Larceny,7,2018-05,2018-05-09
MP 2018 128821,2018-04-24 12:47:00+00:00,Burglary,6,2018-04,2018-04-24
MP 2018 129428,2018-04-24 21:45:00+00:00,Auto Theft,8,2018-04,2018-04-24
MP 2018 122460,2018-04-25 13:26:00+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 130053,2018-04-25 13:30:00+00:00,Auto Theft,8,2018-04,2018-04-25
MP 2018 130012,2018-04-25 15:00:00+00:00,Assault,5,2018-04,2018-04-25
MP 2018 130097,2018-04-25 13:40:00+00:00,Burglary,6,2018-04,2018-04-25
MP 2018 130169,2018-04-25 17:00:00+00:00,Assault,5,2018-04,2018-04-25
MP 2018 130362,2018-04-25 17:38:00+00:00,Burglary,6,2018-04,2018-04-25
MP 2018 130395,2018-04-25 18:30:00+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 130450,2018-04-25 18:59:00+00:00,Assault,5,2018-04,2018-04-25
MP 2018 130420,2018-04-25 21:00:00+00:00,Assault,5,2018-04,2018-04-25
MP 2018 130366,2018-04-25 21:15:00+00:00,Burglary,6,2018-04,2018-04-25
MP 2018 130519,2018-04-25 20:08:00+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 997995,2018-04-25 20:04:26+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 130511,2018-04-25 20:00:00+00:00,Robbery,4,2018-04,2018-04-25
MP 2018 130282,2018-04-25 16:22:00+00:00,Burglary,6,2018-04,2018-04-25
MP 2018 130552,2018-04-25 20:18:00+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 130562,2018-04-25 20:45:00+00:00,Burglary,6,2018-04,2018-04-25
MP 2018 997994,2018-04-25 20:53:24+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 997993,2018-04-25 20:54:40+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 997992,2018-04-25 21:08:06+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 130580,2018-04-24 16:49:00+00:00,Larceny,7,2018-04,2018-04-24
MP 2018 130668,2018-04-25 21:43:00+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 130643,2018-04-25 22:10:00+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 130679,2018-04-25 22:12:00+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 130683,2018-04-25 22:34:00+00:00,Robbery,4,2018-04,2018-04-25
MP 2018 130517,2018-04-25 22:46:00+00:00,Burglary,6,2018-04,2018-04-25
MP 2018 130749,2018-04-25 23:29:00+00:00,Larceny,7,2018-04,2018-04-25
MP 2018 130858,2018-04-26 01:02:00+00:00,Assault,5,2018-04,2018-04-26
MP 2018 997991,2018-04-26 01:18:50+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 130919,2018-04-26 02:00:00+00:00,Robbery,4,2018-04,2018-04-26
MP 2018 130974,2018-04-26 03:30:00+00:00,Assault,5,2018-04,2018-04-26
MP 2018 130967,2018-04-26 03:44:00+00:00,Robbery,4,2018-04,2018-04-26
MP 2018 130954,2018-04-26 04:30:00+00:00,Auto Theft,8,2018-04,2018-04-26
MP 2018 131061,2018-04-26 08:00:00+00:00,Murder,1,2018-04,2018-04-26
MP 2018 131077,2018-04-26 07:37:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131112,2018-04-26 09:34:00+00:00,Auto Theft,8,2018-04,2018-04-26
MP 2018 131094,2018-04-26 08:42:00+00:00,Burglary,6,2018-04,2018-04-26
MP 2018 997989,2018-04-26 09:16:26+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997988,2018-04-26 09:29:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131156,2018-04-26 10:09:00+00:00,Burglary,6,2018-04,2018-04-26
MP 2018 131150,2018-04-26 10:10:00+00:00,Burglary,6,2018-04,2018-04-26
MP 2018 131138,2018-04-26 10:31:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997986,2018-04-26 11:03:25+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131149,2018-04-26 11:08:00+00:00,Assault,5,2018-04,2018-04-26
MP 2018 997985,2018-04-26 11:09:29+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131098,2018-04-26 11:55:00+00:00,Assault,5,2018-04,2018-04-26
MP 2018 997984,2018-04-26 11:34:10+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997982,2018-04-26 12:33:14+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997981,2018-04-26 12:40:52+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997980,2018-04-26 12:50:40+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131412,2018-04-26 13:39:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131404,2018-04-26 13:40:00+00:00,Burglary,6,2018-04,2018-04-26
MP 2018 131347,2018-04-26 13:50:00+00:00,Auto Theft,8,2018-04,2018-04-26
MP 2018 131416,2018-04-26 13:54:00+00:00,Robbery,4,2018-04,2018-04-26
MP 2018 131447,2018-04-26 14:03:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997977,2018-04-26 14:29:28+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131291,2018-04-26 14:05:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131415,2018-04-26 15:05:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997975,2018-04-26 15:26:45+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131468,2018-04-26 15:35:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997974,2018-04-26 15:42:12+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997973,2018-04-26 15:59:23+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997972,2018-04-26 16:10:38+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131525,2018-04-26 16:35:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997969,2018-04-26 18:15:04+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131722,2018-04-26 18:57:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131680,2018-04-26 19:00:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131766,2018-04-26 20:00:00+00:00,Assault,5,2018-04,2018-04-26
MP 2018 131726,2018-04-26 20:30:00+00:00,Rape,3,2018-04,2018-04-26
MP 2018 131837,2018-04-26 20:35:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131939,2018-04-26 21:30:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 997968,2018-04-26 21:45:54+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131607,2018-04-26 22:09:00+00:00,Burglary,6,2018-04,2018-04-26
MP 2018 131989,2018-04-26 22:18:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131735,2018-04-26 22:37:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131665,2018-04-26 22:41:00+00:00,Assault,5,2018-04,2018-04-26
MP 2018 132058,2018-04-26 22:56:00+00:00,Robbery,4,2018-04,2018-04-26
MP 2018 131859,2018-04-26 23:05:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 131829,2018-04-26 23:14:00+00:00,Larceny,7,2018-04,2018-04-26
MP 2018 132064,2018-04-26 23:26:00+00:00,Rape,3,2018-04,2018-04-26
MP 2018 131872,2018-04-26 23:24:00+00:00,Robbery,4,2018-04,2018-04-26
MP 2018 132155,2018-04-27 01:00:00+00:00,Burglary,6,2018-04,2018-04-27
MP 2018 132034,2018-04-27 00:51:00+00:00,Robbery,4,2018-04,2018-04-27
MP 2018 997967,2018-04-27 01:00:09+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 131943,2018-04-27 01:02:00+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 132274,2018-04-27 02:35:00+00:00,Burglary,6,2018-04,2018-04-27
MP 2018 132116,2018-04-27 03:01:00+00:00,Auto Theft,8,2018-04,2018-04-27
MP 2018 132313,2018-04-27 03:04:00+00:00,Burglary,6,2018-04,2018-04-27
MP 2018 132315,2018-04-27 03:17:00+00:00,Assault,5,2018-04,2018-04-27
MP 2018 132296,2018-04-27 03:28:00+00:00,Burglary,6,2018-04,2018-04-27
MP 2018 132350,2018-04-27 05:10:00+00:00,Auto Theft,8,2018-04,2018-04-27
MP 2018 132412,2018-04-27 08:45:00+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 132419,2018-04-27 18:50:00+00:00,Burglary,6,2018-04,2018-04-27
MP 2018 132399,2018-04-27 07:45:00+00:00,Burglary,6,2018-04,2018-04-27
MP 2018 132414,2018-04-27 09:15:00+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 132423,2018-04-27 09:13:00+00:00,Auto Theft,8,2018-04,2018-04-27
MP 2018 132433,2018-04-27 09:50:00+00:00,Burglary,6,2018-04,2018-04-27
MP 2018 132429,2018-04-27 09:50:00+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 997965,2018-04-27 09:55:27+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 132484,2018-04-27 10:17:00+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 997961,2018-04-27 10:37:12+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 132405,2018-04-27 11:00:00+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 997960,2018-04-27 11:05:16+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 132497,2018-04-27 11:08:00+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 132555,2018-04-27 11:30:00+00:00,Auto Theft,8,2018-04,2018-04-27
MP 2018 132537,2018-04-27 12:30:00+00:00,Burglary,6,2018-04,2018-04-27
MP 2018 997956,2018-04-27 12:29:06+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 997955,2018-04-27 13:20:44+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 132598,2018-04-27 14:31:00+00:00,Burglary,6,2018-04,2018-04-27
MP 2018 132781,2018-04-27 15:16:00+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 997952,2018-04-27 17:04:34+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 997951,2018-04-27 17:23:08+00:00,Larceny,7,2018-04,2018-04-27
MP 2018 077224,2018-03-11 05:30:00+00:00,Robbery,4,2018-03,2018-03-11
MP 2018 081653,2018-03-15 21:30:00+00:00,Larceny,7,2018-03,2018-03-15
MP 2018 083537,2018-03-16 12:40:00+00:00,Larceny,7,2018-03,2018-03-16
MP 2018 084603,2018-03-17 03:39:00+00:00,Rape,3,2018-03,2018-03-17
MP 2018 084768,2018-03-17 11:22:00+00:00,Assault,5,2018-03,2018-03-17
MP 2018 084892,2018-03-17 14:50:00+00:00,Rape,3,2018-03,2018-03-17
MP 2018 084698,2018-03-17 06:40:00+00:00,Larceny,7,2018-03,2018-03-17
MP 2018 085018,2018-03-17 16:15:00+00:00,Larceny,7,2018-03,2018-03-17
MP 2018 085057,2018-03-17 16:42:00+00:00,Burglary,6,2018-03,2018-03-17
MP 2018 085033,2018-03-17 17:15:00+00:00,Rape,3,2018-03,2018-03-17
MP 2018 085137,2018-03-17 18:57:00+00:00,Larceny,7,2018-03,2018-03-17
MP 2018 085114,2018-03-17 19:26:00+00:00,Robbery,4,2018-03,2018-03-17
MP 2018 085284,2018-03-17 20:45:00+00:00,Larceny,7,2018-03,2018-03-17
MP 2018 085153,2018-03-17 20:00:00+00:00,Robbery,4,2018-03,2018-03-17
MP 2018 085269,2018-03-17 20:12:00+00:00,Larceny,7,2018-03,2018-03-17
MP 2018 085231,2018-03-17 20:17:00+00:00,Robbery,4,2018-03,2018-03-17
MP 2018 085060,2018-03-17 20:20:00+00:00,Larceny,7,2018-03,2018-03-17
MP 2018 085111,2018-03-17 20:20:00+00:00,Robbery,4,2018-03,2018-03-17
MP 2018 085316,2018-03-17 20:35:00+00:00,Burglary,6,2018-03,2018-03-17
MP 2018 085223,2018-03-17 21:25:00+00:00,Auto Theft,8,2018-03,2018-03-17
MP 2018 085030,2018-03-17 21:31:00+00:00,Larceny,7,2018-03,2018-03-17
MP 2018 084970,2018-03-17 21:36:00+00:00,Larceny,7,2018-03,2018-03-17
MP 2018 085164,2018-03-17 22:07:00+00:00,Larceny,7,2018-03,2018-03-17
MP 2018 085407,2018-03-17 22:40:00+00:00,Assault,5,2018-03,2018-03-17
MP 2018 085056,2018-03-17 22:50:00+00:00,Larceny,7,2018-03,2018-03-17
MP 2018 085578,2018-03-17 23:22:00+00:00,Assault,5,2018-03,2018-03-17
MP 2018 085641,2018-03-17 23:59:00+00:00,Auto Theft,8,2018-03,2018-03-17
MP 2018 085550,2018-03-17 23:30:00+00:00,Larceny,7,2018-03,2018-03-17
MP 2018 085651,2018-03-17 23:59:00+00:00,Assault,5,2018-03,2018-03-17
MP 2018 085589,2018-03-18 00:45:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 085677,2018-03-18 00:55:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 998641,2018-03-18 01:51:23+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 085470,2018-03-18 02:30:00+00:00,Robbery,4,2018-03,2018-03-18
MP 2018 085832,2018-03-18 02:49:00+00:00,Larceny,7,2018-03,2018-03-18
MP 2018 085929,2018-03-18 03:40:00+00:00,Auto Theft,8,2018-03,2018-03-18
MP 2018 085951,2018-03-18 05:00:00+00:00,Auto Theft,8,2018-03,2018-03-18
MP 2018 086011,2018-03-18 08:00:00+00:00,Assault,5,2018-03,2018-03-18
MP 2018 086090,2018-03-18 11:00:00+00:00,Larceny,7,2018-03,2018-03-18
